year,food_code,mod_code,food_description,method,method_description,nhanes,price_100gm
2017/2018,57238000,NA,Cereal (Post Honeycomb) (Includes strawberry Honeycomb),1,Links to FNDDS,Base,0.66362
2017/2018,57241000,NA,Cereal (General Mills Cheerios Honey Nut),1,Links to FNDDS,Base,0.676429
2017/2018,57243000,NA,Cereal (Kellogg's Honey Smacks),1,Links to FNDDS,Base,0.679512
2017/2018,57301500,NA,"Cereal (Kashi 7 Whole Grain Puffs) (Includes flakes; nuggets; Kashi, NS as to ready to eat or cooked)",1,Links to FNDDS,Base,1.189181
2017/2018,57301505,NA,Cereal (Kashi Autumn Wheat) (Includes Kashi Cinnamon Harvest; Organic Promise),1,Links to FNDDS,Base,0.757148
2017/2018,57301511,NA,Cereal (Kashi GOLEAN Crunch),1,Links to FNDDS,Base,0.79603
2017/2018,57301512,NA,Cereal (Kashi GOLEAN Crunch Honey Almond Flax),2,Links to altEC,Base,0.79603
2017/2018,57301530,NA,Cereal (Kashi Heart to Heart Honey Toasted Oat) (Includes Kashi Heart to Heart Warm Cinnamon),1,Links to FNDDS,Base,0.906183
2017/2018,57303100,NA,Cereal (General Mills Kix),1,Links to FNDDS,Base,0.866744
2017/2018,57303105,NA,Cereal (General Mills Honey Kix),1,Links to FNDDS,Base,0.943871
2017/2018,57303200,NA,Cereal (Kellogg's Krave),1,Links to FNDDS,Base,0.825364
2017/2018,57304100,NA,Cereal (Quaker Life) (Includes plain; cinnamon),1,Links to FNDDS,Base,0.61472
2017/2018,57305100,NA,Cereal (General Mills Lucky Charms),1,Links to FNDDS,Base,0.71716
2017/2018,57305150,NA,"Cereal, frosted oat cereal with marshmallows (Includes Magic Stars; store brands)",2,Links to altEC,Base,0.54413
2017/2018,57305165,NA,Cereal (Malt-O-Meal Cinnamon Toasters),1,Links to FNDDS,Base,0.51733
2017/2018,57305170,NA,Cereal (Malt-O-Meal Coco-Roos),1,Links to FNDDS,Base,0.548484
2017/2018,57305174,NA,Cereal (Malt-O-Meal Colossal Crunch) (Includes Malt-O-Meal Berry Colossal Crunch),1,Links to FNDDS,Base,0.464291
2017/2018,57305175,NA,Cereal (Malt-O-Meal Cocoa Dyno-Bites),1,Links to FNDDS,Base,0.520443
2017/2018,57305210,NA,Cereal (Malt-O-Meal Frosted Flakes),1,Links to FNDDS,Base,0.440977
2017/2018,57305300,NA,Cereal (Malt-O-Meal Fruity Dyno-Bites),1,Links to FNDDS,Base,0.51995
2017/2018,57305400,NA,Cereal (Malt-O-Meal Honey Graham Squares),1,Links to FNDDS,Base,0.609345
2017/2018,57305600,NA,Cereal (Malt-O-Meal Marshmallow Mateys),1,Links to FNDDS,Base,0.54413
2017/2018,57306500,NA,Cereal (Malt-O-Meal Golden Puffs),1,Links to FNDDS,Base,0.473597
2017/2018,57306800,NA,Cereal (Malt-O-Meal Tootie Fruities),1,Links to FNDDS,Base,0.533625
2017/2018,57308190,NA,"Cereal, muesli (Includes with fruits and nuts; mueslix)",1,Links to FNDDS,Base,0.801797
2017/2018,57308400,NA,Cereal (General Mills Cheerios Multigrain),1,Links to FNDDS,Base,0.856413
2017/2018,57309100,NA,Cereal (Nature Valley Granola) (Includes with fruit and nuts; low fat),2,Links to altEC,Base,1.009722
2017/2018,57316385,NA,Cereal (General Mills Cheerios Protein) (Includes all flavors),1,Links to FNDDS,Base,0.804791
2017/2018,57316450,NA,Cereal (General Mills Oatmeal Crisp with Almonds),1,Links to FNDDS,Base,0.817154
2017/2018,57316710,NA,Cereal (Quaker Honey Graham Oh's),1,Links to FNDDS,Base,0.775954
2017/2018,57327500,NA,Cereal (Quaker Oatmeal Squares),1,Links to FNDDS,Base,0.725162
2017/2018,57329000,NA,"Cereal, raisin bran (Includes store brands; NFS)",1,Links to FNDDS,Base,0.586297
2017/2018,57330000,NA,Cereal (Kellogg's Raisin Bran),1,Links to FNDDS,Base,0.524177
2017/2018,57330010,NA,Cereal (Kellogg's Raisin Bran Crunch),1,Links to FNDDS,Base,0.5914
2017/2018,57331000,NA,Cereal (Post Raisin Bran),1,Links to FNDDS,Base,0.485567
2017/2018,57332100,NA,Cereal (General Mills Raisin Nut Bran),1,Links to FNDDS,Base,0.813387
2017/2018,57335550,NA,Cereal (General Mills Reese's Puffs) (Includes Reese's Peanut Butter Puffs),1,Links to FNDDS,Base,0.64569
2017/2018,57336000,NA,"Cereal (General Mills Chex Rice) (Includes Chex, NFS)",1,Links to FNDDS,Base,0.82781
2017/2018,57337000,NA,"Cereal, rice flakes (Includes store brands; NFS)",1,Links to FNDDS,Base,0.416582
2017/2018,57339000,NA,Cereal (Kellogg's Rice Krispies),1,Links to FNDDS,Base,0.786786
2017/2018,57339500,NA,Cereal (Kellogg's Rice Krispies Treats Cereal),1,Links to FNDDS,Base,0.822786
2017/2018,57340000,NA,"Cereal, puffed rice (Includes all brands)",1,Links to FNDDS,Base,1.573289
2017/2018,57341300,NA,Cereal (Kellogg's Smorz),1,Links to FNDDS,Base,1.089237
2017/2018,57344000,NA,Cereal (Kellogg's Special K),1,Links to FNDDS,Base,0.800496
2017/2018,57344005,NA,Cereal (Kellogg's Special K Chocolatey Delight),1,Links to FNDDS,Base,0.774625
2017/2018,57344010,NA,Cereal (Kellogg's Special K Red Berries),1,Links to FNDDS,Base,0.862593
2017/2018,57344025,NA,Cereal (Kellogg's Special K Cinnamon Pecan),1,Links to FNDDS,Base,0.793461
2017/2018,57347000,NA,Cereal (Kellogg's Corn Pops),1,Links to FNDDS,Base,0.75278
2017/2018,57348000,NA,"Cereal, frosted corn flakes (Includes store brands; NFS)",1,Links to FNDDS,Base,0.388996
2017/2018,57349000,NA,Cereal (Kellogg's Frosted Flakes) (Includes Kellogg's Zucaritas; all flavors; with marshmallows),1,Links to FNDDS,Base,0.591923
2017/2018,57355000,NA,Cereal (Post Golden Crisp),1,Links to FNDDS,Base,0.598681
2017/2018,57401100,NA,"Cereal, toasted oat (Includes Tasteeos; store brands)",1,Links to FNDDS,Base,0.510873
2017/2018,57407100,NA,Cereal (General Mills Trix),1,Links to FNDDS,Base,0.79256
2017/2018,57411000,NA,Cereal (General Mills Chex Wheat),1,Links to FNDDS,Base,0.744391
2017/2018,57412000,NA,"Wheat germ, plain",1,Links to FNDDS,Base,1.297135
2017/2018,57416000,NA,"Cereal, puffed wheat, plain (Includes all brands)",1,Links to FNDDS,Base,1.946129
2017/2018,57416010,NA,"Cereal, puffed wheat, sweetened (Includes store brands)",2,Links to altEC,Base,0.679512
2017/2018,57417000,NA,Cereal (Post Shredded Wheat) (Includes spoon size shredded wheat),1,Links to FNDDS,Base,0.565677
2017/2018,57418000,NA,Cereal (General Mills Wheaties),1,Links to FNDDS,Base,0.950491
2017/2018,57601100,NA,"Wheat bran, unprocessed (Includes miller's bran)",1,Links to FNDDS,Base,0.574934
2017/2018,57602100,NA,"Oats, raw",1,Links to FNDDS,Base,0.433131
2017/2018,57602500,NA,"Oat bran, uncooked",1,Links to FNDDS,Base,0.632903
2017/2018,57803000,NA,"Mixed cereal, baby food, dry, instant (Includes baby cereal, NFS; Gerber; Earth's Best; Beech-Nut Stage 2)",2,Links to altEC,Base,1.080216
2017/2018,57804000,NA,"Oatmeal cereal, baby food, dry, instant (Includes Beech-Nut Stage 1; Gerber First Foods)",1,Links to FNDDS,Base,1.059358
2017/2018,57805000,NA,"Rice cereal, baby food, dry, instant (Includes Beech-Nut Stage 1; Gerber First Foods)",1,Links to FNDDS,Base,1.024092
2017/2018,57806050,NA,"Multigrain, whole grain cereal, baby food, dry, instant (Includes Earth Best Whole Grain Multi-Grain Cereal)",1,Links to FNDDS,Base,1.002761
2017/2018,57823000,NA,"Oatmeal with applesauce and bananas, baby food, jarred (Includes Gerber Second foods; Gerber Third Foods)",1,Links to FNDDS,Base,0.884878
2017/2018,58100000,NA,"Burrito, taco, or quesadilla with egg (Includes breakfast burrito)",4,FNDDS recipe with replaced or modified SR codes,Base,0.489494
2017/2018,58100010,NA,"Burrito, taco, or quesadilla with egg and breakfast meat (Includes with bacon, beef, ham, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.542817
2017/2018,58100013,NA,"Burrito, taco, or quesadilla with egg and breakfast meat, from fast food (Includes McDonald's Breakfast Sausage Burrito; Chick-fil-A Sausage Breakfast Burrito; with bacon, beef, ham, sausage, and/or chorizo)",2,Links to altEC,Base,0.891155
2017/2018,58100015,NA,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat (Includes with bacon, beef, ham, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.52723
2017/2018,58100017,NA,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food (Includes McDonald's McSkillet Burrito with Sausage; with bacon, beef, ham, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.542755
2017/2018,58100020,NA,"Burrito, taco, or quesadilla with egg, beans, and breakfast meat (Includes with bacon, beef, ham, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.492081
2017/2018,58100100,NA,"Burrito with meat (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.95848
2017/2018,58100120,NA,"Burrito with meat and beans (Includes with beef, steak, pork, sausage, and/or chorizo; burrito, NFS)",4,FNDDS recipe with replaced or modified SR codes,Base,0.72831
2017/2018,58100125,NA,"Burrito with meat and beans, from fast food (Includes Taco Bell 1/2 lb Combo Burrito; with beef, steak, pork, sausage, and/or chorizo)",2,Links to altEC,Base,0.411315
2017/2018,58100135,NA,"Burrito with meat and sour cream (Includes with beef, steak, pork, sausage, and/or chorizo; Taco Bell Crunchwrap Supreme)",4,FNDDS recipe with replaced or modified SR codes,Base,0.883815
2017/2018,58100140,NA,"Burrito with meat, beans, and sour cream (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.687768
2017/2018,58100145,NA,"Burrito with meat, beans, and sour cream, from fast food (Includes Taco Bell Burrito Supreme; with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.62856
2017/2018,58100160,NA,"Burrito with meat, beans, and rice (Includes Taco Bell Grilled Stuft Burrito; with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.685665
2017/2018,58100165,NA,"Burrito with meat, beans, rice, and sour cream (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.653027
2017/2018,58100200,NA,Burrito with chicken (Includes with turkey),4,FNDDS recipe with replaced or modified SR codes,Base,0.748
2017/2018,58100235,NA,Burrito with chicken and sour cream (Includes with turkey),4,FNDDS recipe with replaced or modified SR codes,Base,0.696272
2017/2018,58100255,NA,"Burrito with chicken, beans, and rice (Includes Taco Bell Grilled Stuft Burrito; with turkey)",4,FNDDS recipe with replaced or modified SR codes,Base,0.578382
2017/2018,58100300,NA,"Burrito with beans and rice, meatless",4,FNDDS recipe with replaced or modified SR codes,Base,0.485712
2017/2018,58100320,NA,"Burrito with beans, meatless",4,FNDDS recipe with replaced or modified SR codes,Base,0.513281
2017/2018,58100325,NA,"Burrito with beans, meatless, from fast food (Includes Taco Bell Bean Burrito)",2,Links to altEC,Base,0.576833
2017/2018,58100330,NA,"Burrito with beans, rice, and sour cream, meatless (Includes Taco Bell 7 Layer Burrito)",4,FNDDS recipe with replaced or modified SR codes,Base,0.479399
2017/2018,58100360,NA,"Chilaquiles, tortilla casserole with salsa, cheese, and egg",4,FNDDS recipe with replaced or modified SR codes,Base,0.734684
2017/2018,58100370,NA,"Chilaquiles, tortilla casserole with salsa and cheese, no egg",4,FNDDS recipe with replaced or modified SR codes,Base,0.782391
2017/2018,58100520,NA,"Enchilada with meat and beans, red-chile or enchilada sauce (Includes Taco Bell enchirito; with beef, steak, pork, sausage, and/or chorizo; enchilada, NFS)",2,Links to altEC,Base,1.089839
2017/2018,58100530,NA,"Enchilada with meat, red-chile or enchilada sauce (Includes with beef, steak, pork, sausage, and/or chorizo)",2,Links to altEC,Base,0.975375
2017/2018,58100535,NA,"Enchilada with meat, green-chile or enchilada sauce (Includes with beef, steak, pork, sausage, and/or chorizo)",1,Links to FNDDS,Base,1.024366
2017/2018,58100620,NA,"Enchilada with chicken and beans, red-chile or enchilada sauce (Includes with turkey)",2,Links to altEC,Base,1.084114
2017/2018,58100625,NA,"Enchilada with chicken and beans, green-chile or enchilada sauce (Includes with turkey)",4,FNDDS recipe with replaced or modified SR codes,Base,0.408392
2017/2018,58100630,NA,"Enchilada with chicken, red-chile or enchilada sauce (Includes with turkey)",1,Links to FNDDS,Base,0.967073
2017/2018,58100635,NA,"Enchilada with chicken, green-chile or enchilada sauce (Includes with turkey)",2,Links to altEC,Base,0.967129
2017/2018,58100720,NA,"Enchilada with beans, meatless, red-chile or enchilada sauce",1,Links to FNDDS,Base,1.583031
2017/2018,58100800,NA,"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",2,Links to altEC,Base,1.925738
2017/2018,58100805,NA,"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",4,FNDDS recipe with replaced or modified SR codes,Base,0.51928
2017/2018,58101320,NA,"Taco or tostada with meat (Includes taco or tostada, NFS; with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.83408
2017/2018,58101323,NA,"Taco or tostada with meat, from fast food (Includes Taco Bell Taco, NFS; Taco Bell Beef Taco; with beef, steak, pork, sausage, and/or chorizo)",2,Links to altEC,Base,0.841583
2017/2018,58101325,NA,"Taco or tostada with meat and sour cream (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.786862
2017/2018,58101345,NA,"Soft taco with meat (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.706286
2017/2018,58101347,NA,"Soft taco with meat, from fast food (Includes Taco Bell Soft Beef Taco; with beef, steak, pork, sausage, and/or chorizo)",2,Links to altEC,Base,0.841583
2017/2018,58101350,NA,"Soft taco with meat and sour cream (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.679418
2017/2018,58101357,NA,"Soft taco with meat and sour cream, from fast food (Includes Taco Bell Soft Taco Supreme; with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.804723
2017/2018,58101450,NA,Soft taco with chicken (Includes with turkey),4,FNDDS recipe with replaced or modified SR codes,Base,0.631778
2017/2018,58101457,NA,"Soft taco with chicken, from fast food (Includes Taco Bell Chicken Soft Taco)",2,Links to altEC,Base,1.025778
2017/2018,58101460,NA,Soft taco with chicken and sour cream (Includes with turkey),4,FNDDS recipe with replaced or modified SR codes,Base,0.602907
2017/2018,58101520,NA,Taco or tostada with chicken (Includes Taco Bell Chicken Taco; with turkey),4,FNDDS recipe with replaced or modified SR codes,Base,0.780556
2017/2018,58101525,NA,Taco or tostada with chicken and sour cream (Includes with turkey),4,FNDDS recipe with replaced or modified SR codes,Base,0.722442
2017/2018,58101540,NA,Taco or tostada with fish,4,FNDDS recipe with replaced or modified SR codes,Base,1.125642
2017/2018,58101555,NA,Soft taco with fish,4,FNDDS recipe with replaced or modified SR codes,Base,0.927022
2017/2018,58101610,NA,Soft taco with beans,4,FNDDS recipe with replaced or modified SR codes,Base,0.401536
2017/2018,58101615,NA,Soft taco with beans and sour cream,4,FNDDS recipe with replaced or modified SR codes,Base,0.405221
2017/2018,58101620,NA,"Soft taco with meat and beans (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.536925
2017/2018,58101630,NA,"Soft taco with meat, beans, and sour cream (Includes with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.528097
2017/2018,58101635,NA,"Soft taco with chicken, beans, and sour cream (Includes with turkey)",4,FNDDS recipe with replaced or modified SR codes,Base,0.487998
2017/2018,58101725,NA,Taco or tostada with beans and sour cream,4,FNDDS recipe with replaced or modified SR codes,Base,0.468557
2017/2018,58101730,NA,"Taco or tostada with meat and beans (Includes beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.632011
2017/2018,58101733,NA,"Taco or tostada with meat and beans, from fast food (Includes Taco Bell Mexican Pizza; Taco Bell Tostada; with beef, steak, pork, sausage, and/or chorizo)",4,FNDDS recipe with replaced or modified SR codes,Base,0.788784
2017/2018,58101735,NA,Taco or tostada with chicken and beans (Includes with turkey),4,FNDDS recipe with replaced or modified SR codes,Base,0.594368
